115803	1158	2	3	35	1	3	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10	0			2	2
115807	1158	1	3	43	1	3	"LINGAYATH"	"KANNADA"	0	0	1	0	0	0	5				2	2
115808	1158	2	3	35	1	3	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	7		6	"DAYS PER WEEK"	2	2
115809	1158	2	3	18	1	3	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	6				2	2
116201	1162	2	1	65	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	50	6	"DAYS PER WEEK"	2	2
116202	1162	1	3	45	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	7		6	"DAYS PER WEEK"	2	2
116203	1162	2	3	35	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	7	17	9	"DAYS PER WEEK"	2	2
116206	1162	1	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	10		3	"DAYS PER WEEK"	2	2
116207	1162	2	3	25	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	11	0			2	2
116301	1163	1	1	60	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	3		7	"DAYS PER WEEK"	2	1
116302	1163	2	2	55	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	40			2	2
116303	1163	1	3	38	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	12		6	"DAYS PER WEEK"	2	2
116304	1163	2	3	28	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	8		6	"DAYS PER WEEK"	2	2
116307	1163	1	3	35	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	1		10	"HOURS PER DAY"	2	2
116308	1163	2	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	10				2	2
116310	1163	1	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	6		6	"DAYS PER WEEK"	2	2
116311	1163	2	3	26	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	10				-999	2
116401	1164	1	1	45	1	3	"THIGALARU"	"KANNADA"	0	0	0	0	0	0	10		6	"DAYS PER WEEK"	2	2
116402	1164	2	2	38	1	3	"THIGALARU"	"KANNADA"	0	0	0	0	0	0	16	16	8	"HOURS PER DAY"	2	2
